ID,response_value,name,composer,id,condition,reverse
A1N8TKTLXV92QR:34T446B1C1QFWRZCA2RFQ1AFCWIC06,0,coherence-reverse,chopin,8,scrambled,True
A1N8TKTLXV92QR:34T446B1C1QFWRZCA2RFQ1AFCWIC06,1,expressiveness-reverse,chopin,9,scrambled,True
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,0,enjoyment,chopin,10,forward,False
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,0,desire-to-own,chopin,11,forward,False
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,2,affect,chopin,0,forward,False
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,3,strangeness-reverse,chopin,1,forward,True
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,3,dynamism-reverse,chopin,2,forward,True
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,0,strangeness,chopin,3,forward,False
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,1,coherence-reverse,chopin,4,forward,True
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,0,affect-reverse,chopin,5,forward,True
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,3,coherence,chopin,6,forward,False
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,2,expressiveness-reverse,chopin,7,forward,True
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,2,expressiveness,chopin,8,forward,False
A2EOOF9D135HQ1:3TU5ZICBRED18HEYAO5P3L5EZ9VQ8C,1,dynamism,chopin,9,forward,False
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,4,enjoyment,bach,10,scrambled,False
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,3,desire-to-own,bach,11,scrambled,False
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,4,affect,bach,0,scrambled,False
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,3,strangeness-reverse,bach,1,scrambled,True
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,0,strangeness,bach,2,scrambled,False
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,4,dynamism-reverse,bach,3,scrambled,True
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,4,coherence,bach,4,scrambled,False
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,3,dynamism,bach,5,scrambled,False
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,4,expressiveness,bach,6,scrambled,False
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,0,coherence-reverse,bach,7,scrambled,True
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,0,expressiveness-reverse,bach,8,scrambled,True
A3TUJHF9LW3M8N:338JKRMM27B2EC8AOW29QYJ8YAZHAB,0,affect-reverse,bach,9,scrambled,True
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,3,enjoyment,bach,10,forward,False
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,3,desire-to-own,bach,11,forward,False
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,3,expressiveness-reverse,bach,0,forward,True
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,3,expressiveness,bach,1,forward,False
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,2,strangeness-reverse,bach,2,forward,True
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,2,dynamism-reverse,bach,3,forward,True
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,3,affect,bach,4,forward,False
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,0,affect-reverse,bach,5,forward,True
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,3,dynamism,bach,6,forward,False
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,3,coherence-reverse,bach,7,forward,True
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,3,coherence,bach,8,forward,False
A3BLC2D4SWSC4C:3TDXMTX3CC61N57R413IA5I124O6I3,0,strangeness,bach,9,forward,False
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,2,enjoyment,bach,10,scrambled,False
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,0,desire-to-own,bach,11,scrambled,False
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,2,affect,bach,0,scrambled,False
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,2,expressiveness-reverse,bach,1,scrambled,True
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,3,strangeness,bach,2,scrambled,False
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,1,strangeness-reverse,bach,3,scrambled,True
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,1,dynamism,bach,4,scrambled,False
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,0,affect-reverse,bach,5,scrambled,True
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,1,coherence,bach,6,scrambled,False
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,1,dynamism-reverse,bach,7,scrambled,True
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,1,expressiveness,bach,8,scrambled,False
A1L3937MY09J3I:3XUHV3NRVLA586WTT0BSIN3M6WYH55,3,coherence-reverse,bach,9,scrambled,True
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,4,enjoyment,chopin,10,reversed,False
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,3,desire-to-own,chopin,11,reversed,False
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,0,expressiveness-reverse,chopin,0,reversed,True
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,1,coherence-reverse,chopin,1,reversed,True
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,1,strangeness-reverse,chopin,2,reversed,True
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,0,dynamism-reverse,chopin,3,reversed,True
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,1,strangeness,chopin,4,reversed,False
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,4,affect,chopin,5,reversed,False
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,3,coherence,chopin,6,reversed,False
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,4,expressiveness,chopin,7,reversed,False
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,0,affect-reverse,chopin,8,reversed,True
A1NYI79LUIBOTP:3TMSXRD2X7COHEQZNCVGG00S946W12,4,dynamism,chopin,9,reversed,False
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,4,enjoyment,chopin,10,reversed,False
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,4,desire-to-own,chopin,11,reversed,False
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,3,dynamism,chopin,0,reversed,False
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,0,coherence-reverse,chopin,1,reversed,True
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,4,affect,chopin,2,reversed,False
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,2,dynamism-reverse,chopin,3,reversed,True
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,1,expressiveness-reverse,chopin,4,reversed,True
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,2,strangeness,chopin,5,reversed,False
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,4,expressiveness,chopin,6,reversed,False
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,2,strangeness-reverse,chopin,7,reversed,True
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,2,affect-reverse,chopin,8,reversed,True
A360G5G0DVWU7X:3WR9XG3T64NQJYMH2M66MI8ESX847M,4,coherence,chopin,9,reversed,False
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,2,enjoyment,chopin,10,scrambled,False
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,3,desire-to-own,chopin,11,scrambled,False
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,1,strangeness,chopin,0,scrambled,False
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,1,dynamism-reverse,chopin,1,scrambled,True
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,3,expressiveness,chopin,2,scrambled,False
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,3,dynamism,chopin,3,scrambled,False
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,3,affect,chopin,4,scrambled,False
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,1,affect-reverse,chopin,5,scrambled,True
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,1,expressiveness-reverse,chopin,6,scrambled,True
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,1,coherence-reverse,chopin,7,scrambled,True
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,3,coherence,chopin,8,scrambled,False
APUPF3D94XYUQ:3AMYWKA6YCYBJRIU2WGNU2ENEDNO6G,2,strangeness-reverse,chopin,9,scrambled,True
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,4,enjoyment,chopin,10,scrambled,False
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,4,desire-to-own,chopin,11,scrambled,False
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,4,dynamism-reverse,chopin,0,scrambled,True
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,2,coherence-reverse,chopin,1,scrambled,True
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,4,coherence,chopin,2,scrambled,False
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,0,affect-reverse,chopin,3,scrambled,True
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,3,expressiveness,chopin,4,scrambled,False
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,0,expressiveness-reverse,chopin,5,scrambled,True
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,4,strangeness-reverse,chopin,6,scrambled,True
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,4,dynamism,chopin,7,scrambled,False
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,3,strangeness,chopin,8,scrambled,False
A321HI9J8MLQN4:39U1BHVTDM3SZ00KFB4OH98Q3U2T31,4,affect,chopin,9,scrambled,False
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,3,enjoyment,bach,10,scrambled,False
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,2,desire-to-own,bach,11,scrambled,False
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,0,strangeness,bach,0,scrambled,False
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,0,coherence-reverse,bach,1,scrambled,True
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,1,affect,bach,2,scrambled,False
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,1,coherence,bach,3,scrambled,False
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,2,expressiveness,bach,4,scrambled,False
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,2,dynamism,bach,5,scrambled,False
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,2,strangeness-reverse,bach,6,scrambled,True
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,1,affect-reverse,bach,7,scrambled,True
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,1,dynamism-reverse,bach,8,scrambled,True
AM8OWAW9TUVLN:3EO896NRAX73KE29IWWBXGPFZROJT3,2,expressiveness-reverse,bach,9,scrambled,True
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,4,enjoyment,bach,10,scrambled,False
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,2,desire-to-own,bach,11,scrambled,False
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,3,dynamism-reverse,bach,0,scrambled,True
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,2,strangeness-reverse,bach,1,scrambled,True
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,0,expressiveness-reverse,bach,2,scrambled,True
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,3,affect,bach,3,scrambled,False
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,3,dynamism,bach,4,scrambled,False
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,4,expressiveness,bach,5,scrambled,False
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,0,coherence-reverse,bach,6,scrambled,True
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,3,coherence,bach,7,scrambled,False
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,0,strangeness,bach,8,scrambled,False
A2Z70GL7HTFFQR:3GNA64GUZFGILZVWCQYMR1VNXJUQ5A,0,affect-reverse,bach,9,scrambled,True
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,4,enjoyment,bach,10,forward,False
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,2,desire-to-own,bach,11,forward,False
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,4,coherence,bach,0,forward,False
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,3,dynamism,bach,1,forward,False
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,3,affect,bach,2,forward,False
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,0,expressiveness-reverse,bach,3,forward,True
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,4,expressiveness,bach,4,forward,False
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,0,coherence-reverse,bach,5,forward,True
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,0,strangeness,bach,6,forward,False
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,1,affect-reverse,bach,7,forward,True
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,0,strangeness-reverse,bach,8,forward,True
A2CISHIOILFDHN:3BDCF01OGY65WQP3VNVNLCUMIIBYL9,3,dynamism-reverse,bach,9,forward,True
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,4,enjoyment,chopin,10,forward,False
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,4,desire-to-own,chopin,11,forward,False
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,4,affect,chopin,0,forward,False
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,3,coherence,chopin,1,forward,False
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,0,affect-reverse,chopin,2,forward,True
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,4,dynamism,chopin,3,forward,False
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,0,coherence-reverse,chopin,4,forward,True
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,0,strangeness,chopin,5,forward,False
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,3,strangeness-reverse,chopin,6,forward,True
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,4,expressiveness,chopin,7,forward,False
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,2,dynamism-reverse,chopin,8,forward,True
AYF8B7WJO2YQU:3300DTYQT3TIHIOPNRRPVV10ACTEQZ,2,expressiveness-reverse,chopin,9,forward,True
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,3,enjoyment,chopin,10,reversed,False
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,0,desire-to-own,chopin,11,reversed,False
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,0,expressiveness-reverse,chopin,0,reversed,True
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,2,strangeness,chopin,1,reversed,False
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,3,dynamism,chopin,2,reversed,False
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,1,affect-reverse,chopin,3,reversed,True
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,3,expressiveness,chopin,4,reversed,False
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,1,strangeness-reverse,chopin,5,reversed,True
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,0,dynamism-reverse,chopin,6,reversed,True
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,2,affect,chopin,7,reversed,False
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,2,coherence,chopin,8,reversed,False
A2WAQLPXT615HQ:3LO69W1SU4P5AZ431H9HECNIDMNGLV,2,coherence-reverse,chopin,9,reversed,True
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,4,enjoyment,bach,10,reversed,False
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,1,desire-to-own,bach,11,reversed,False
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,0,expressiveness,bach,0,reversed,False
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,4,dynamism-reverse,bach,1,reversed,True
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,3,coherence,bach,2,reversed,False
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,2,affect,bach,3,reversed,False
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,1,expressiveness-reverse,bach,4,reversed,True
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,0,coherence-reverse,bach,5,reversed,True
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,0,strangeness,bach,6,reversed,False
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,1,affect-reverse,bach,7,reversed,True
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,3,strangeness-reverse,bach,8,reversed,True
A33MBBGYASZPKN:3IRIK4HM3BWAA2LRCR7WZ2K6PZ4C67,3,dynamism,bach,9,reversed,False
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,1,enjoyment,chopin,10,reversed,False
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,0,desire-to-own,chopin,11,reversed,False
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,2,coherence-reverse,chopin,0,reversed,True
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,3,strangeness,chopin,1,reversed,False
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,0,strangeness-reverse,chopin,2,reversed,True
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,1,dynamism-reverse,chopin,3,reversed,True
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,1,coherence,chopin,4,reversed,False
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,2,affect,chopin,5,reversed,False
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,3,expressiveness-reverse,chopin,6,reversed,True
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,1,expressiveness,chopin,7,reversed,False
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,3,affect-reverse,chopin,8,reversed,True
AV22FQTJNBUZT:3VP0C6EFSH8NJOXIPG1A2YPIJD86MJ,0,dynamism,chopin,9,reversed,False
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,3,enjoyment,chopin,10,scrambled,False
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,2,desire-to-own,chopin,11,scrambled,False
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,3,affect,chopin,0,scrambled,False
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,1,expressiveness-reverse,chopin,1,scrambled,True
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,1,dynamism-reverse,chopin,2,scrambled,True
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,2,dynamism,chopin,3,scrambled,False
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,0,strangeness,chopin,4,scrambled,False
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,3,strangeness-reverse,chopin,5,scrambled,True
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,0,coherence-reverse,chopin,6,scrambled,True
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,4,coherence,chopin,7,scrambled,False
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,0,affect-reverse,chopin,8,scrambled,True
A3GM78FCDY293T:3TESA3PJ32MP8RIACW8RRUM49DNMM9,3,expressiveness,chopin,9,scrambled,False
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,2,enjoyment,bach,10,reversed,False
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,0,desire-to-own,bach,11,reversed,False
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,1,strangeness,bach,0,reversed,False
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,2,dynamism,bach,1,reversed,False
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,1,coherence-reverse,bach,2,reversed,True
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,2,dynamism-reverse,bach,3,reversed,True
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,1,affect-reverse,bach,4,reversed,True
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,3,expressiveness-reverse,bach,5,reversed,True
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,2,strangeness-reverse,bach,6,reversed,True
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,0,affect,bach,7,reversed,False
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,2,coherence,bach,8,reversed,False
A2UOSEPGNUITM8:3WJEQKOXA9ERA1NWM7ZOYB31HL41AX,0,expressiveness,bach,9,reversed,False
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,3,enjoyment,bach,10,scrambled,False
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,1,desire-to-own,bach,11,scrambled,False
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,3,expressiveness,bach,0,scrambled,False
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,3,dynamism,bach,1,scrambled,False
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,0,strangeness,bach,2,scrambled,False
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,3,strangeness-reverse,bach,3,scrambled,True
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,3,affect,bach,4,scrambled,False
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,4,coherence,bach,5,scrambled,False
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,0,affect-reverse,bach,6,scrambled,True
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,3,dynamism-reverse,bach,7,scrambled,True
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,1,coherence-reverse,bach,8,scrambled,True
A3IS28VQS5T5DE:3TE22NPXPCOT0B4Y0O8ZJ6O41VI442,1,expressiveness-reverse,bach,9,scrambled,True
A1506T1PAYRT16:31QNSG6A5S5R2Z9JEPWJ3UOJUJ678Y,4,enjoyment,bach,10,forward,False
A1506T1PAYRT16:31QNSG6A5S5R2Z9JEPWJ3UOJUJ678Y,3,desire-to-own,bach,11,forward,False
A1506T1PAYRT16:31QNSG6A5S5R2Z9JEPWJ3UOJUJ678Y,3,coherence,bach,0,forward,False
A1506T1PAYRT16:31QNSG6A5S5R2Z9JEPWJ3UOJUJ678Y,3,strangeness-reverse,bach,1,forward,True
